"","story_name","document_id","word","word_n","paragraph_n","number_word","lp_GroNLP_gpt2.medium.dutch.embeddings","lp_GroNLP_gpt2.small.dutch","lp_yhavinga_gpt2.large.dutch","lp_yhavinga_gpt.neo.125M.dutch","zipf_freq","zero_freq","lp_BramVanroy_fietje.2","sd_lp","se_lp","wl","s_lp","s_wl","s_freq","s_lp1","s_lp2","s_lp3","s_wl1","s_wl2","s_wl3","s_freq1","s_freq2","s_freq3","word_rm_punct","pos","lp"
"11","mijn heer zak met rijst",1,"brug,",10,0,11,-8.21374475955963,-9.95886564254761,-9.71418905258179,-9.87535977363586,1.35550232686675,"True",-8.92435073852539,0.750133487589088,0.335469894089639,5,-1.23807843370602,-0.0727349318620536,-1.5294331351631,0.367946890350482,0.0303422601289263,-6.43675915657848,-0.713707478066853,-0.713707478066853,0.888723887445146,1.11043325465993,0.724166209390836,-1.5294331351631,"brug","NOUN",-9.33730199337006
"12","mijn heer zak met rijst",1,"die",11,0,12,-2.62844347953796,-2.02826690673828,-2.25770783424377,-1.50303888320923,6.85387078272722,"False",-2.03751707077026,0.409002180657314,0.182911335779081,3,0.711741650445663,-0.713707478066853,0.932659271750855,-1.23807843370602,0.367946890350482,0.0303422601289263,-0.0727349318620536,-0.713707478066853,-0.713707478066853,-1.5294331351631,1.11043325465993,0.724166209390836,"die","PRON",-2.0909948348999
"13","mijn heer zak met rijst",1,"over",12,0,13,-3.96701812744141,-4.06816625595093,-4.05931091308594,-3.99359941482544,6.42799853675467,"False",-2.25827264785767,0.789937842697269,0.353270942854126,4,0.287061973283319,-0.393221204964453,0.741959643026116,0.711741650445663,-1.23807843370602,0.367946890350482,-0.713707478066853,-0.0727349318620536,-0.713707478066853,0.932659271750855,-1.5294331351631,1.11043325465993,"over","ADP",-3.66927347183228
"14","mijn heer zak met rijst",1,"het",13,0,14,-2.56777405738831,-1.77503287792206,-1.73012256622314,-1.87014782428741,7.38423498674279,"False",-2.58372947433963,0.432408377963538,0.193378905433379,3,0.707875938072498,-0.713707478066853,1.17014893620102,0.287061973283319,0.711741650445663,-1.23807843370602,-0.393221204964453,-0.713707478066853,-0.0727349318620536,0.741959643026116,0.932659271750855,-1.5294331351631,"het","DET",-2.10536136003211
"15","mijn heer zak met rijst",1,"mooie",14,0,15,-8.75826930999756,-8.85942077636719,-8.06236362457275,-8.17500591278076,5.40503044914447,"False",-6.29576057195663,1.03053085717104,0.460867409909116,5,-0.886356683552856,-0.0727349318620536,0.283888856893941,0.707875938072498,0.287061973283319,0.711741650445663,-0.713707478066853,-0.393221204964453,-0.713707478066853,1.17014893620102,0.741959643026116,0.932659271750855,"mooie","ADJ",-8.03016403913498
"16","mijn heer zak met rijst",1,"meer",15,0,16,-8.58669376373291,-7.81276893615723,-1.79118549823761,-3.13271164894104,6.30503382214651,"False",-1.33362918160856,3.42431133336827,1.53139858350688,4,0.055083490379039,-0.393221204964453,0.686897765564557,-0.886356683552856,0.707875938072498,0.287061973283319,-0.0727349318620536,-0.713707478066853,-0.393221204964453,0.283888856893941,1.17014893620102,0.741959643026116,"meer","PRON",-4.53139780573547
"17","mijn heer zak met rijst",1,"Biwa",16,0,17,-18.8968515396118,-22.1265530586243,-17.7781715393066,-23.9997825622559,1.35550232686675,"True",-11.9285423755646,4.64401728944993,2.07686766957887,4,-3.82356002717216,-0.393221204964453,-1.5294331351631,0.055083490379039,-0.886356683552856,0.707875938072498,-0.393221204964453,-0.0727349318620536,-0.713707478066853,0.686897765564557,0.283888856893941,1.17014893620102,"biwa","SYM",-18.9459802150726
"18","mijn heer zak met rijst",1,"was",17,0,18,-3.6515576839447,-3.30281639099121,-3.63322591781616,-3.53756260871887,6.72080682102099,"False",-5.85304021835327,1.04755806854885,0.468482210330724,3,0.1992438478396,-0.713707478066853,0.873075092847456,-3.82356002717216,0.055083490379039,-0.886356683552856,-0.393221204964453,-0.393221204964453,-0.0727349318620536,-1.5294331351631,0.686897765564557,0.283888856893941,"was","AUX",-3.99564056396484
"19","mijn heer zak met rijst",1,"gespannen.",18,0,19,-7.85954999923706,-9.97246313095093,-4.82925337553024,-5.2810230255127,1.83262358158642,"False",-8.03731600771061,2.12870178218927,0.951984377760031,10,-0.661880465939039,1.52969643364995,-1.31578491790503,0.1992438478396,-3.82356002717216,0.055083490379039,-0.713707478066853,-0.393221204964453,-0.393221204964453,0.873075092847456,-1.5294331351631,0.686897765564557,"gespannen","ADJ",-7.19592110778831
"20","mijn heer zak met rijst",1,"Hij",19,0,20,-1.91273164749146,-1.60779428482056,-1.2751876115799,-3.54803109169006,1.35550232686675,"True",-1.02460341155529,0.994333446894685,0.444679435911638,3,0.770219034877767,-0.713707478066853,-1.5294331351631,-0.661880465939039,0.1992438478396,-3.82356002717216,1.52969643364995,-0.713707478066853,-0.393221204964453,-1.31578491790503,0.873075092847456,-1.5294331351631,"hij","PRON",-1.87366960942745
"21","mijn heer zak met rijst",1,"was",20,0,21,-2.72579407691956,-2.59255695343018,-2.15685749053955,-1.99944746494293,6.72080682102099,"False",-2.40713906288147,0.300015440533757,0.134170983866605,3,0.634956498058691,-0.713707478066853,0.873075092847456,0.770219034877767,-0.661880465939039,0.1992438478396,-0.713707478066853,1.52969643364995,-0.713707478066853,-1.5294331351631,-1.31578491790503,0.873075092847456,"was","AUX",-2.37635900974274
"22","mijn heer zak met rijst",1,"op",21,0,22,-3.12789630889893,-3.48924422264099,-2.95432662963867,-3.18951034545898,6.90308629449834,"False",-2.38434219360352,0.408817983500908,0.182828960306484,2,0.459328118761128,-1.03419375116925,0.954697288811153,0.634956498058691,0.770219034877767,-0.661880465939039,-0.713707478066853,-0.713707478066853,1.52969643364995,0.873075092847456,-1.5294331351631,-1.31578491790503,"op","ADP",-3.02906394004822
