"","X","story_name","document_id","word","word_n","paragraph_n","lp","wl","s_lp","s_lp1","s_lp2","s_lp3","s_wl","s_wl1","s_wl2","s_wl3","number_word","word_rm_punct","pos","lp_quantile"
"4711",4711,"violetta",8,"haar",23,4,-2.38493824005127,4,0.669382260153049,-0.391959593073477,0.677074080745969,0.841719012452337,-0.393408801846939,0.568070415811847,-0.0729157292940105,-1.0343949469528,525,"haar","PRON","high_lp"
"4712",4712,"violetta",8,"grote",24,4,-6.43737411499023,5,-0.302012229792819,0.669382260153049,-0.391959593073477,0.677074080745969,-0.0729157292940105,-0.393408801846939,0.568070415811847,-0.0729157292940105,526,"grote","ADJ","med_lp"
"4713",4713,"violetta",8,"optreden,",25,4,-9.75582957267761,9,-1.09746697508891,-0.302012229792819,0.669382260153049,-0.391959593073477,1.2090565609177,-0.0729157292940105,-0.393408801846939,0.568070415811847,527,"optreden","VERB","low_lp"
"4714",4714,"violetta",8,"wanneer",26,4,-6.37842416763306,7,-0.287881554857409,-1.09746697508891,-0.302012229792819,0.669382260153049,0.568070415811847,1.2090565609177,-0.0729157292940105,-0.393408801846939,528,"wanneer","SCONJ","med_lp"
"4715",4715,"violetta",8,"ze",27,4,-1.08987128734589,2,0.979817993324999,-0.287881554857409,-1.09746697508891,-0.302012229792819,-1.0343949469528,0.568070415811847,1.2090565609177,-0.0729157292940105,529,"ze","PRON","high_lp"
"4716",4716,"violetta",8,"zouden",28,4,-6.63855648040771,6,-0.35023691422259,0.979817993324999,-0.287881554857409,-1.09746697508891,0.247577343258918,-1.0343949469528,0.568070415811847,1.2090565609177,530,"zouden","AUX","med_lp"
"4717",4717,"violetta",8,"zeggen",29,4,-7.15891933441162,6,-0.474971178934309,-0.35023691422259,0.979817993324999,-0.287881554857409,0.247577343258918,0.247577343258918,-1.0343949469528,0.568070415811847,531,"zeggen","VERB","low_lp"
"4718",4718,"violetta",8,"dat",30,4,-0.524288356304169,3,1.11539179628607,-0.474971178934309,-0.35023691422259,0.979817993324999,-0.713901874399868,0.247577343258918,0.247577343258918,-1.0343949469528,532,"dat","SCONJ","high_lp"
"4719",4719,"violetta",8,"Diego",31,4,-5.89141464233398,5,-0.171142293823746,1.11539179628607,-0.474971178934309,-0.35023691422259,-0.0729157292940105,-0.713901874399868,0.247577343258918,0.247577343258918,533,"diego","NOUN","med_lp"
"4720",4720,"violetta",8,"nooit",32,4,-5.67519950866699,5,-0.119314159839964,-0.171142293823746,1.11539179628607,-0.474971178934309,-0.0729157292940105,-0.0729157292940105,-0.713901874399868,0.247577343258918,534,"nooit","ADV","med_lp"
"4721",4721,"violetta",8,"van",33,4,-3.44525480270386,3,0.415217679060305,-0.119314159839964,-0.171142293823746,1.11539179628607,-0.713901874399868,-0.0729157292940105,-0.0729157292940105,-0.713901874399868,535,"van","ADP","med_lp"
"4722",4722,"violetta",8,"Violetta",34,4,-1.02673612808576,8,0.994951890003393,0.415217679060305,-0.119314159839964,-0.171142293823746,0.888563488364776,-0.713901874399868,-0.0729157292940105,-0.0729157292940105,536,"violetta","VERB","high_lp"
"4723",4723,"violetta",8,"heeft",35,4,-3.44246077537537,5,0.415887425068733,0.994951890003393,0.415217679060305,-0.119314159839964,-0.0729157292940105,0.888563488364776,-0.713901874399868,-0.0729157292940105,537,"heeft","AUX","med_lp"
"4724",4724,"violetta",8,"gehouden.",36,4,-4.00864148139954,9,0.280170331666528,0.415887425068733,0.994951890003393,0.415217679060305,1.2090565609177,-0.0729157292940105,0.888563488364776,-0.713901874399868,538,"gehouden","VERB","med_lp"
"4725",4725,"violetta",8,"León",37,4,-3.16176319122314,4,0.483172409952226,0.280170331666528,0.415887425068733,0.994951890003393,-0.393408801846939,1.2090565609177,-0.0729157292940105,0.888563488364776,539,"león","NOUN","med_lp"
"4726",4726,"violetta",8,"laat",38,4,-4.71631813049316,4,0.110535766479669,0.483172409952226,0.280170331666528,0.415887425068733,-0.393408801846939,-0.393408801846939,1.2090565609177,-0.0729157292940105,540,"laat","VERB","med_lp"
"4727",4727,"violetta",8,"de",39,4,-2.97694420814514,2,0.52747468822136,0.110535766479669,0.483172409952226,0.280170331666528,-1.0343949469528,-0.393408801846939,-0.393408801846939,1.2090565609177,541,"de","DET","med_lp"
"4728",4728,"violetta",8,"beelden",40,4,-7.23606252670288,7,-0.493462889658712,0.52747468822136,0.110535766479669,0.483172409952226,0.568070415811847,-1.0343949469528,-0.393408801846939,-0.393408801846939,542,"beelden","NOUN","low_lp"
"4729",4729,"violetta",8,"van",41,4,-0.990510821342468,3,1.00363532496769,-0.493462889658712,0.52747468822136,0.110535766479669,-0.713901874399868,0.568070415811847,-1.0343949469528,-0.393408801846939,543,"van","ADP","high_lp"
"4730",4730,"violetta",8,"het",42,4,-2.03899097442627,3,0.752308006052736,1.00363532496769,-0.493462889658712,0.52747468822136,-0.713901874399868,-0.713901874399868,0.568070415811847,-1.0343949469528,544,"het","DET","high_lp"
"4731",4731,"violetta",8,"bewijs",43,4,-9.44658374786377,6,-1.02333879649868,0.752308006052736,1.00363532496769,-0.493462889658712,0.247577343258918,-0.713901874399868,-0.713901874399868,0.568070415811847,545,"bewijs","NOUN","low_lp"
"4732",4732,"violetta",8,"op",44,4,-3.57522106170654,2,0.384063945412149,-1.02333879649868,0.752308006052736,1.00363532496769,-1.0343949469528,0.247577343258918,-0.713901874399868,-0.713901874399868,546,"op","ADP","med_lp"
"4733",4733,"violetta",8,"zijn",45,4,-1.79841160774231,4,0.8099764006686,0.384063945412149,-1.02333879649868,0.752308006052736,-0.393408801846939,-1.0343949469528,0.247577343258918,-0.713901874399868,547,"zijn","AUX","high_lp"
"4734",4734,"violetta",8,"telefoon",46,4,-3.77525043487549,8,0.33611564051107,0.8099764006686,0.384063945412149,-1.02333879649868,0.888563488364776,-0.393408801846939,-1.0343949469528,0.247577343258918,548,"telefoon","NOUN","med_lp"
"4735",4735,"violetta",8,"zien",47,4,-3.02415633201599,4,0.516157643756721,0.33611564051107,0.8099764006686,0.384063945412149,-0.393408801846939,0.888563488364776,-0.393408801846939,-1.0343949469528,549,"zien","VERB","med_lp"
"4736",4736,"violetta",8,"aan",48,4,-4.31611824035645,3,0.206466209342407,0.516157643756721,0.33611564051107,0.8099764006686,-0.713901874399868,-0.393408801846939,0.888563488364776,-0.393408801846939,550,"aan","ADP","med_lp"
"4737",4737,"violetta",8,"Francesca,",49,4,-9.11265528202057,10,-0.943294032863513,0.206466209342407,0.516157643756721,0.33611564051107,1.52954963347063,-0.713901874399868,-0.393408801846939,0.888563488364776,551,"francesca","NOUN","low_lp"
"4738",4738,"violetta",8,"maar",50,4,-3.67341423034668,4,0.360526422324558,-0.943294032863513,0.206466209342407,0.516157643756721,-0.393408801846939,1.52954963347063,-0.713901874399868,-0.393408801846939,552,"maar","CCONJ","med_lp"
"4739",4739,"violetta",8,"Violetta",51,4,-5.02972315339139,8,0.0354106018231687,0.360526422324558,-0.943294032863513,0.206466209342407,0.888563488364776,-0.393408801846939,1.52954963347063,-0.713901874399868,553,"violetta","VERB","med_lp"
"4740",4740,"violetta",8,"luistert",52,4,-6.19988822937012,8,-0.245085362138247,0.0354106018231687,0.360526422324558,-0.943294032863513,0.888563488364776,0.888563488364776,-0.393408801846939,1.52954963347063,554,"luistert","VERB","med_lp"
"4741",4741,"violetta",8,"mee.",53,4,-8.97469556331635,4,-0.910224216407557,-0.245085362138247,0.0354106018231687,0.360526422324558,-0.393408801846939,0.888563488364776,0.888563488364776,-0.393408801846939,555,"mee","ADP","low_lp"
"4742",4742,"violetta",8,"Violetta",54,4,-3.26678259286564,8,0.457998595673309,-0.910224216407557,-0.245085362138247,0.0354106018231687,0.888563488364776,-0.393408801846939,0.888563488364776,0.888563488364776,556,"violetta","VERB","med_lp"
"4743",4743,"violetta",8,"begint",55,4,-4.83663272857666,6,0.0816955969507376,0.457998595673309,-0.910224216407557,-0.245085362138247,0.247577343258918,0.888563488364776,-0.393408801846939,0.888563488364776,557,"begint","VERB","med_lp"
"4744",4744,"violetta",8,"te",56,4,-1.55565345287323,2,0.868167064582018,0.0816955969507376,0.457998595673309,-0.910224216407557,-1.0343949469528,0.247577343258918,0.888563488364776,-0.393408801846939,558,"te","ADP","high_lp"
"4745",4745,"violetta",8,"huilen",57,4,-2.79330492019653,6,0.571494186112502,0.868167064582018,0.0816955969507376,0.457998595673309,0.247577343258918,-1.0343949469528,0.247577343258918,0.888563488364776,559,"huilen","VERB","med_lp"
"4746",4746,"violetta",8,"tijdens",58,4,-5.59280633926392,7,-0.0995639964228748,0.571494186112502,0.868167064582018,0.0816955969507376,0.568070415811847,0.247577343258918,-1.0343949469528,0.247577343258918,560,"tijdens","ADP","med_lp"
"4747",4747,"violetta",8,"haar",59,4,-2.02904868125916,4,0.754691236558537,-0.0995639964228748,0.571494186112502,0.868167064582018,-0.393408801846939,0.568070415811847,0.247577343258918,-1.0343949469528,561,"haar","PRON","high_lp"
"4748",4748,"violetta",8,"optreden",60,4,-1.89516246318817,8,0.786784609168858,0.754691236558537,-0.0995639964228748,0.571494186112502,0.888563488364776,-0.393408801846939,0.568070415811847,0.247577343258918,562,"optreden","VERB","high_lp"
"4749",4749,"violetta",8,"zonder",61,4,-7.7803750038147,6,-0.623938030387046,0.786784609168858,0.754691236558537,-0.0995639964228748,0.247577343258918,0.888563488364776,-0.393408801846939,0.568070415811847,563,"zonder","ADP","low_lp"
"4750",4750,"violetta",8,"enige",62,4,-4.50812816619873,5,0.160440216647109,-0.623938030387046,0.786784609168858,0.754691236558537,-0.0729157292940105,0.247577343258918,0.888563488364776,-0.393408801846939,564,"enige","DET","med_lp"
"4751",4751,"violetta",8,"kracht",63,4,-5.73977851867676,6,-0.134794156667944,0.160440216647109,-0.623938030387046,0.786784609168858,0.247577343258918,-0.0729157292940105,0.247577343258918,0.888563488364776,565,"kracht","NOUN","med_lp"
"4752",4752,"violetta",8,"om",64,4,-3.02960109710693,2,0.514852499154409,-0.134794156667944,0.160440216647109,-0.623938030387046,-1.0343949469528,0.247577343258918,-0.0729157292940105,0.247577343258918,566,"om","ADP","med_lp"
"4753",4753,"violetta",8,"te",65,4,-1.78667461872101,2,0.812789831112831,0.514852499154409,-0.134794156667944,0.160440216647109,-1.0343949469528,-1.0343949469528,0.247577343258918,-0.0729157292940105,567,"te","ADP","high_lp"
"4754",4754,"violetta",8,"zingen.",66,4,-6.61366218328476,7,-0.344269593874388,0.812789831112831,0.514852499154409,-0.134794156667944,0.568070415811847,-1.0343949469528,-1.0343949469528,0.247577343258918,568,"zingen","VERB","med_lp"
"4755",4755,"violetta",8,"Gelukkig",67,4,-6.83536720275879,8,-0.397413688181286,-0.344269593874388,0.812789831112831,0.514852499154409,0.888563488364776,0.568070415811847,-1.0343949469528,-1.0343949469528,569,"gelukkig","ADJ","low_lp"
"4756",4756,"violetta",8,"komt",68,4,-3.4239137172699,4,0.420333272110947,-0.397413688181286,-0.344269593874388,0.812789831112831,-0.393408801846939,0.888563488364776,0.568070415811847,-1.0343949469528,570,"komt","VERB","med_lp"
"4757",4757,"violetta",8,"León",69,4,-6.73186111450195,4,-0.372602624684801,0.420333272110947,-0.397413688181286,-0.344269593874388,-0.393408801846939,-0.393408801846939,0.888563488364776,0.568070415811847,571,"león","NOUN","low_lp"
"4758",4758,"violetta",8,"het",70,4,-4.00181531906128,3,0.281806605919223,-0.372602624684801,0.420333272110947,-0.397413688181286,-0.713901874399868,-0.393408801846939,-0.393408801846939,0.888563488364776,572,"het","DET","med_lp"
"4759",4759,"violetta",8,"podium",71,4,-5.93979740142822,6,-0.182739946949653,0.281806605919223,-0.372602624684801,0.420333272110947,0.247577343258918,-0.713901874399868,-0.393408801846939,-0.393408801846939,573,"podium","NOUN","med_lp"
"4760",4760,"violetta",8,"op",72,4,-2.96891736984253,2,0.529398772090783,-0.182739946949653,0.281806605919223,-0.372602624684801,-1.0343949469528,0.247577343258918,-0.713901874399868,-0.393408801846939,574,"op","ADP","med_lp"
"4761",4761,"violetta",8,"en",73,4,-3.53742170333862,2,0.393124690498618,0.529398772090783,-0.182739946949653,0.281806605919223,-1.0343949469528,-1.0343949469528,0.247577343258918,-0.713901874399868,575,"en","CCONJ","med_lp"
"4762",4762,"violetta",8,"begint",74,4,-3.85711932182312,6,0.316491150911928,0.393124690498618,0.529398772090783,-0.182739946949653,0.247577343258918,-1.0343949469528,-1.0343949469528,0.247577343258918,576,"begint","VERB","med_lp"
"4763",4763,"violetta",8,"'Podemos'",75,4,-27.7135466337204,9,-5.40204524441602,0.316491150911928,0.393124690498618,0.529398772090783,1.2090565609177,0.247577343258918,-1.0343949469528,-1.0343949469528,577,"podemos","NOUN","low_lp"
"4764",4764,"violetta",8,"met",76,4,-2.42110848426819,3,0.660712024024305,-5.40204524441602,0.316491150911928,0.393124690498618,-0.713901874399868,1.2090565609177,0.247577343258918,-1.0343949469528,578,"met","ADP","med_lp"
"4765",4765,"violetta",8,"Violetta",77,4,-1.83006528078113,8,0.802388815195228,0.660712024024305,-5.40204524441602,0.316491150911928,0.888563488364776,-0.713901874399868,1.2090565609177,0.247577343258918,579,"violetta","VERB","high_lp"
"4766",4766,"violetta",8,"te",78,4,-3.73647928237915,2,0.345409330791699,0.802388815195228,0.660712024024305,-5.40204524441602,-1.0343949469528,0.888563488364776,-0.713901874399868,1.2090565609177,580,"te","ADP","med_lp"
"4767",4767,"violetta",8,"zingen.",79,4,-2.54564920067787,7,0.630858827224221,0.345409330791699,0.802388815195228,0.660712024024305,0.568070415811847,-1.0343949469528,0.888563488364776,-0.713901874399868,581,"zingen","VERB","med_lp"
"4768",4768,"violetta",8,"Violetta",80,4,-2.65735016280087,8,0.604083400671773,0.630858827224221,0.345409330791699,0.802388815195228,0.888563488364776,0.568070415811847,-1.0343949469528,0.888563488364776,582,"violetta","VERB","med_lp"
"4769",4769,"violetta",8,"en",81,4,-3.99380421638489,2,0.283726917859595,0.604083400671773,0.630858827224221,0.345409330791699,-1.0343949469528,0.888563488364776,0.568070415811847,-1.0343949469528,583,"en","CCONJ","med_lp"
"4770",4770,"violetta",8,"León",82,4,-2.49220776557922,4,0.643669076958379,0.283726917859595,0.604083400671773,0.630858827224221,-0.393408801846939,-1.0343949469528,0.888563488364776,0.568070415811847,584,"león","NOUN","med_lp"
"4771",4771,"violetta",8,"komen",83,4,-5.08881330490112,5,0.0212463190663235,0.643669076958379,0.283726917859595,0.604083400671773,-0.0729157292940105,-0.393408801846939,-1.0343949469528,0.888563488364776,585,"komen","VERB","med_lp"
"4772",4772,"violetta",8,"weer",84,4,-4.15913963317871,4,0.244094973561688,0.0212463190663235,0.643669076958379,0.283726917859595,-0.393408801846939,-0.0729157292940105,-0.393408801846939,-1.0343949469528,586,"weer","ADV","med_lp"
"4773",4773,"violetta",8,"bij",85,4,-3.56834816932678,3,0.385711421151118,0.244094973561688,0.0212463190663235,0.643669076958379,-0.713901874399868,-0.393408801846939,-0.0729157292940105,-0.393408801846939,587,"bij","ADP","med_lp"
"4774",4774,"violetta",8,"elkaar.",86,4,-3.11191934347153,7,0.495120295263143,0.385711421151118,0.244094973561688,0.0212463190663235,0.568070415811847,-0.713901874399868,-0.393408801846939,-0.0729157292940105,588,"elkaar","PRON","med_lp"
"4775",4775,"violetta",8,"Na",87,4,-4.52705955505371,2,0.155902243095331,0.495120295263143,0.385711421151118,0.244094973561688,-1.0343949469528,0.568070415811847,-0.713901874399868,-0.393408801846939,589,"na","ADP","med_lp"
"4776",4776,"violetta",8,"alles",88,4,-5.51130723953247,5,-0.0800281471564453,0.155902243095331,0.495120295263143,0.385711421151118,-0.0729157292940105,-1.0343949469528,0.568070415811847,-0.713901874399868,590,"alles","PRON","med_lp"
"4777",4777,"violetta",8,"wat",89,4,-2.05369234085083,3,0.74878399561057,-0.0800281471564453,0.155902243095331,0.495120295263143,-0.713901874399868,-0.0729157292940105,-1.0343949469528,0.568070415811847,591,"wat","PRON","high_lp"
"4778",4778,"violetta",8,"er",90,4,-3.15225505828857,2,0.485451569506467,0.74878399561057,-0.0800281471564453,0.155902243095331,-1.0343949469528,-0.713901874399868,-0.0729157292940105,-1.0343949469528,592,"er","ADV","med_lp"
