"","X","story_name","document_id","word","word_n","paragraph_n","lp","wl","s_lp","s_lp1","s_lp2","s_lp3","s_wl","s_wl1","s_wl2","s_wl3","number_word","word_rm_punct","pos","lp_quantile"
"740",740,"waarom de reuzen in limburg zijn uitgestorven",2,"op",23,2,-4.74195051193237,2,0.104391522656289,-0.180487076597895,-0.120447338767785,0.287066789583513,-1.0343949469528,0.568070415811847,0.247577343258918,-1.0343949469528,140,"op","ADP","med_lp"
"741",741,"waarom de reuzen in limburg zijn uitgestorven",2,"nahield.",24,2,-12.8421298265457,8,-1.83727265084711,0.104391522656289,-0.180487076597895,-0.120447338767785,0.888563488364776,-1.0343949469528,0.568070415811847,0.247577343258918,141,"nahield","VERB","low_lp"
"742",742,"waarom de reuzen in limburg zijn uitgestorven",2,"Als",25,2,-4.23776817321777,3,0.225247215594986,-1.83727265084711,0.104391522656289,-0.180487076597895,-0.713901874399868,0.888563488364776,-1.0343949469528,0.568070415811847,142,"als","SCONJ","med_lp"
"743",743,"waarom de reuzen in limburg zijn uitgestorven",2,"er",26,2,-2.98480653762817,2,0.525590038155659,0.225247215594986,-1.83727265084711,0.104391522656289,-1.0343949469528,-0.713901874399868,0.888563488364776,-1.0343949469528,143,"er","ADV","med_lp"
"744",744,"waarom de reuzen in limburg zijn uitgestorven",2,"iets",27,2,-2.65738582611084,4,0.604074851950987,0.525590038155659,0.225247215594986,-1.83727265084711,-0.393408801846939,-1.0343949469528,-0.713901874399868,0.888563488364776,144,"iets","PRON","med_lp"
"745",745,"waarom de reuzen in limburg zijn uitgestorven",2,"moest",28,2,-5.23981475830078,5,-0.0149496836177305,0.604074851950987,0.525590038155659,0.225247215594986,-0.0729157292940105,-0.393408801846939,-1.0343949469528,-0.713901874399868,145,"moest","AUX","med_lp"
"746",746,"waarom de reuzen in limburg zijn uitgestorven",2,"gebeuren,",29,2,-3.73852650821209,9,0.344918597821416,-0.0149496836177305,0.604074851950987,0.525590038155659,1.2090565609177,-0.0729157292940105,-0.393408801846939,-1.0343949469528,146,"gebeuren","VERB","med_lp"
"747",747,"waarom de reuzen in limburg zijn uitgestorven",2,"sprak",30,2,-5.25873994827271,5,-0.0194861712580657,0.344918597821416,-0.0149496836177305,0.604074851950987,-0.0729157292940105,1.2090565609177,-0.0729157292940105,-0.393408801846939,147,"sprak","VERB","med_lp"
"748",748,"waarom de reuzen in limburg zijn uitgestorven",2,"hij",31,2,-0.302989900112152,3,1.16843843480486,-0.0194861712580657,0.344918597821416,-0.0149496836177305,-0.713901874399868,-0.0729157292940105,1.2090565609177,-0.0729157292940105,148,"hij","PRON","high_lp"
"749",749,"waarom de reuzen in limburg zijn uitgestorven",2,"het",32,2,-4.15988445281982,3,0.243916435586577,1.16843843480486,-0.0194861712580657,0.344918597821416,-0.713901874399868,-0.713901874399868,-0.0729157292940105,1.2090565609177,149,"het","DET","med_lp"
"750",750,"waarom de reuzen in limburg zijn uitgestorven",2,"kortaf,",33,2,-9.84041786193848,7,-1.11774332260871,0.243916435586577,1.16843843480486,-0.0194861712580657,0.568070415811847,-0.713901874399868,-0.713901874399868,-0.0729157292940105,150,"kortaf","NOUN","low_lp"
"751",751,"waarom de reuzen in limburg zijn uitgestorven",2,"en",34,2,-1.84992063045502,2,0.797629362395878,-1.11774332260871,0.243916435586577,1.16843843480486,-1.0343949469528,0.568070415811847,-0.713901874399868,-0.713901874399868,151,"en","CCONJ","high_lp"
"752",752,"waarom de reuzen in limburg zijn uitgestorven",2,"o",35,2,-10.9303483963013,1,-1.37900655987579,0.797629362395878,-1.11774332260871,0.243916435586577,-1.35488801950573,-1.0343949469528,0.568070415811847,-0.713901874399868,152,"o","INTJ","low_lp"
"753",753,"waarom de reuzen in limburg zijn uitgestorven",2,"wee",36,2,-5.31749582290649,3,-0.0335703257351709,-1.37900655987579,0.797629362395878,-1.11774332260871,-0.713901874399868,-1.35488801950573,-1.0343949469528,0.568070415811847,153,"wee","NOUN","med_lp"
"754",754,"waarom de reuzen in limburg zijn uitgestorven",2,"als",37,2,-5.87285423278809,3,-0.166693246356885,-0.0335703257351709,-1.37900655987579,0.797629362395878,-0.713901874399868,-0.713901874399868,-1.35488801950573,-1.0343949469528,154,"als","SCONJ","med_lp"
"755",755,"waarom de reuzen in limburg zijn uitgestorven",2,"je",38,2,-3.94236898422241,2,0.296056268071083,-0.166693246356885,-0.0335703257351709,-1.37900655987579,-1.0343949469528,-0.713901874399868,-0.713901874399868,-1.35488801950573,155,"je","PRON","med_lp"
"756",756,"waarom de reuzen in limburg zijn uitgestorven",2,"zijn",39,2,-5.02509498596191,4,0.0365200028052661,0.296056268071083,-0.166693246356885,-0.0335703257351709,-0.393408801846939,-1.0343949469528,-0.713901874399868,-0.713901874399868,156,"zijn","AUX","med_lp"
"757",757,"waarom de reuzen in limburg zijn uitgestorven",2,"bevel",40,2,-9.67560863494873,5,-1.07823750933227,0.0365200028052661,0.296056268071083,-0.166693246356885,-0.0729157292940105,-0.393408801846939,-1.0343949469528,-0.713901874399868,157,"bevel","NOUN","low_lp"
"758",758,"waarom de reuzen in limburg zijn uitgestorven",2,"niet",41,2,-4.14163208007812,4,0.248291644684733,-1.07823750933227,0.0365200028052661,0.296056268071083,-0.393408801846939,-0.0729157292940105,-0.393408801846939,-1.0343949469528,158,"niet","ADV","med_lp"
"759",759,"waarom de reuzen in limburg zijn uitgestorven",2,"gehoorzaamde.",42,2,-4.07480418682098,13,0.264310713039677,0.248291644684733,-1.07823750933227,0.0365200028052661,2.49102885112942,-0.393408801846939,-0.0729157292940105,-0.393408801846939,159,"gehoorzaamde","VERB","med_lp"
"760",760,"waarom de reuzen in limburg zijn uitgestorven",2,"Hij",0,3,-2.05016708374023,3,0.749629022019021,0.264310713039677,0.248291644684733,-1.07823750933227,-0.713901874399868,2.49102885112942,-0.393408801846939,-0.0729157292940105,160,"hij","PRON","high_lp"
"761",761,"waarom de reuzen in limburg zijn uitgestorven",2,"was",1,3,-1.44157516956329,3,0.895512350047251,0.749629022019021,0.264310713039677,0.248291644684733,-0.713901874399868,-0.713901874399868,2.49102885112942,-0.393408801846939,161,"was","AUX","high_lp"
"762",762,"waarom de reuzen in limburg zijn uitgestorven",2,"zo",2,3,-4.39562892913818,2,0.187406994747053,0.895512350047251,0.749629022019021,0.264310713039677,-1.0343949469528,-0.713901874399868,-0.713901874399868,2.49102885112942,162,"zo","ADV","med_lp"
"763",763,"waarom de reuzen in limburg zijn uitgestorven",2,"om",3,3,-7.22534561157227,2,-0.490893977372778,0.187406994747053,0.895512350047251,0.749629022019021,-1.0343949469528,-1.0343949469528,-0.713901874399868,-0.713901874399868,163,"om","ADP","low_lp"
"764",764,"waarom de reuzen in limburg zijn uitgestorven",2,"en",4,3,-4.12819814682007,2,0.251511843386919,-0.490893977372778,0.187406994747053,0.895512350047251,-1.0343949469528,-1.0343949469528,-1.0343949469528,-0.713901874399868,164,"en","CCONJ","med_lp"
"765",765,"waarom de reuzen in limburg zijn uitgestorven",2,"nabij",5,3,-5.30728816986084,5,-0.0311234867894534,0.251511843386919,-0.490893977372778,0.187406994747053,-0.0729157292940105,-1.0343949469528,-1.0343949469528,-1.0343949469528,165,"nabij","ADP","med_lp"
"766",766,"waarom de reuzen in limburg zijn uitgestorven",2,"de",6,3,-3.77447986602783,2,0.336300350733721,-0.0311234867894534,0.251511843386919,-0.490893977372778,-1.0343949469528,-0.0729157292940105,-1.0343949469528,-1.0343949469528,166,"de","DET","med_lp"
"767",767,"waarom de reuzen in limburg zijn uitgestorven",2,"vijftig",7,3,-9.48514175415039,7,-1.03258139428579,0.336300350733721,-0.0311234867894534,0.251511843386919,0.568070415811847,-1.0343949469528,-0.0729157292940105,-1.0343949469528,167,"vijftig","NUM","low_lp"
"768",768,"waarom de reuzen in limburg zijn uitgestorven",2,"jaar,",8,3,-5.04546904563904,5,0.031636211939978,-1.03258139428579,0.336300350733721,-0.0311234867894534,-0.0729157292940105,0.568070415811847,-1.0343949469528,-0.0729157292940105,168,"jaar","NOUN","med_lp"
"769",769,"waarom de reuzen in limburg zijn uitgestorven",2,"toen",9,3,-3.56824111938477,4,0.385737081698755,0.031636211939978,-1.03258139428579,0.336300350733721,-0.393408801846939,-0.0729157292940105,0.568070415811847,-1.0343949469528,169,"toen","SCONJ","med_lp"
"770",770,"waarom de reuzen in limburg zijn uitgestorven",2,"vonden",10,3,-9.65191268920898,6,-1.072557441384,0.385737081698755,0.031636211939978,-1.03258139428579,0.247577343258918,-0.393408801846939,-0.0729157292940105,0.568070415811847,170,"vonden","VERB","low_lp"
"771",771,"waarom de reuzen in limburg zijn uitgestorven",2,"zijn",11,3,-4.15003204345703,4,0.246278120376432,-1.072557441384,0.385737081698755,0.031636211939978,-0.393408801846939,0.247577343258918,-0.393408801846939,-0.0729157292940105,171,"zijn","AUX","med_lp"
"772",772,"waarom de reuzen in limburg zijn uitgestorven",2,"onderdanen",12,3,-5.92426872253418,10,-0.179017624480075,0.246278120376432,-1.072557441384,0.385737081698755,1.52954963347063,-0.393408801846939,0.247577343258918,-0.393408801846939,172,"onderdanen","NOUN","med_lp"
"773",773,"waarom de reuzen in limburg zijn uitgestorven",2,"dat",13,3,-3.5477876663208,3,0.390639903660622,-0.179017624480075,0.246278120376432,-1.072557441384,-0.713901874399868,1.52954963347063,-0.393408801846939,0.247577343258918,173,"dat","SCONJ","med_lp"
"774",774,"waarom de reuzen in limburg zijn uitgestorven",2,"het",14,3,-2.81042218208313,3,0.567391070260026,0.390639903660622,-0.179017624480075,0.246278120376432,-0.713901874399868,-0.713901874399868,1.52954963347063,-0.393408801846939,174,"het","DET","med_lp"
"775",775,"waarom de reuzen in limburg zijn uitgestorven",2,"tijd",15,3,-4.54454040527344,4,0.151711972821585,0.567391070260026,0.390639903660622,-0.179017624480075,-0.393408801846939,-0.713901874399868,-0.713901874399868,1.52954963347063,175,"tijd","NOUN","med_lp"
"776",776,"waarom de reuzen in limburg zijn uitgestorven",2,"was",16,3,-1.89533662796021,3,0.786742860772308,0.151711972821585,0.567391070260026,0.390639903660622,-0.713901874399868,-0.393408801846939,-0.713901874399868,-0.713901874399868,176,"was","AUX","high_lp"
"777",777,"waarom de reuzen in limburg zijn uitgestorven",2,"voor",17,3,-2.55884313583374,4,0.627696157583876,0.786742860772308,0.151711972821585,0.567391070260026,-0.393408801846939,-0.713901874399868,-0.393408801846939,-0.713901874399868,177,"voor","ADP","med_lp"
"778",778,"waarom de reuzen in limburg zijn uitgestorven",2,"hem",18,3,-2.59227252006531,3,0.619682922915401,0.627696157583876,0.786742860772308,0.151711972821585,-0.713901874399868,-0.393408801846939,-0.713901874399868,-0.393408801846939,178,"hem","PRON","med_lp"
"779",779,"waarom de reuzen in limburg zijn uitgestorven",2,"om",19,3,-3.95004510879517,2,0.294216252499157,0.619682922915401,0.627696157583876,0.786742860772308,-1.0343949469528,-0.713901874399868,-0.393408801846939,-0.713901874399868,179,"om","ADP","med_lp"
"780",780,"waarom de reuzen in limburg zijn uitgestorven",2,"te",20,3,-2.1885142326355,2,0.716466336097776,0.294216252499157,0.619682922915401,0.627696157583876,-1.0343949469528,-1.0343949469528,-0.713901874399868,-0.393408801846939,180,"te","ADP","high_lp"
"781",781,"waarom de reuzen in limburg zijn uitgestorven",2,"trouwen.",21,3,-3.74083721637726,8,0.344364706470932,0.716466336097776,0.294216252499157,0.619682922915401,0.888563488364776,-1.0343949469528,-1.0343949469528,-0.713901874399868,181,"trouwen","VERB","med_lp"
"782",782,"waarom de reuzen in limburg zijn uitgestorven",2,"Niemand",22,3,-6.43921375274658,7,-0.302453202589221,0.344364706470932,0.716466336097776,0.294216252499157,0.568070415811847,0.888563488364776,-1.0343949469528,-1.0343949469528,182,"niemand","PRON","med_lp"
"783",783,"waarom de reuzen in limburg zijn uitgestorven",2,"durfde",23,3,-4.68309307098389,6,0.11850002322091,-0.302453202589221,0.344364706470932,0.716466336097776,0.247577343258918,0.568070415811847,0.888563488364776,-1.0343949469528,183,"durfde","VERB","med_lp"
"784",784,"waarom de reuzen in limburg zijn uitgestorven",2,"het",24,3,-2.79856967926025,3,0.570232190092524,0.11850002322091,-0.302453202589221,0.344364706470932,-0.713901874399868,0.247577343258918,0.568070415811847,0.888563488364776,184,"het","DET","med_lp"
"785",785,"waarom de reuzen in limburg zijn uitgestorven",2,"tegen",25,3,-4.46798181533813,5,0.170063550666677,0.570232190092524,0.11850002322091,-0.302453202589221,-0.0729157292940105,-0.713901874399868,0.247577343258918,0.568070415811847,185,"tegen","ADP","med_lp"
"786",786,"waarom de reuzen in limburg zijn uitgestorven",2,"hem",26,3,-0.696332395076752,3,1.07415175290248,0.170063550666677,0.570232190092524,0.11850002322091,-0.713901874399868,-0.0729157292940105,-0.713901874399868,0.247577343258918,186,"hem","PRON","high_lp"
"787",787,"waarom de reuzen in limburg zijn uitgestorven",2,"te",27,3,-4.05692291259766,2,0.268596967477696,1.07415175290248,0.170063550666677,0.570232190092524,-1.0343949469528,-0.713901874399868,-0.0729157292940105,-0.713901874399868,187,"te","ADP","med_lp"
"788",788,"waarom de reuzen in limburg zijn uitgestorven",2,"zeggen.",28,3,-2.34069001674652,7,0.679988838920634,0.268596967477696,1.07415175290248,0.170063550666677,0.568070415811847,-1.0343949469528,-0.713901874399868,-0.0729157292940105,188,"zeggen","VERB","high_lp"
"789",789,"waarom de reuzen in limburg zijn uitgestorven",2,"Toch",29,3,-5.26374053955078,4,-0.0206848445903271,0.679988838920634,0.268596967477696,1.07415175290248,-0.393408801846939,0.568070415811847,-1.0343949469528,-0.713901874399868,189,"toch","ADV","med_lp"
"790",790,"waarom de reuzen in limburg zijn uitgestorven",2,"ging",30,3,-4.15843152999878,4,0.244264710369012,-0.0206848445903271,0.679988838920634,0.268596967477696,-0.393408801846939,-0.393408801846939,0.568070415811847,-1.0343949469528,190,"ging","VERB","med_lp"
"791",791,"waarom de reuzen in limburg zijn uitgestorven",2,"het",31,3,-2.85029411315918,3,0.557833516397102,0.244264710369012,-0.0206848445903271,0.679988838920634,-0.713901874399868,-0.393408801846939,-0.393408801846939,0.568070415811847,191,"het","DET","med_lp"
"792",792,"waarom de reuzen in limburg zijn uitgestorven",2,"op",32,3,-3.73923587799072,2,0.344748557402379,0.557833516397102,0.244264710369012,-0.0206848445903271,-1.0343949469528,-0.713901874399868,-0.393408801846939,-0.393408801846939,192,"op","ADP","med_lp"
"793",793,"waarom de reuzen in limburg zijn uitgestorven",2,"den",33,3,-6.55253028869629,3,-0.329615892398091,0.344748557402379,0.557833516397102,0.244264710369012,-0.713901874399868,-1.0343949469528,-0.713901874399868,-0.393408801846939,193,"den","PROPN","med_lp"
"794",794,"waarom de reuzen in limburg zijn uitgestorven",2,"duur",34,3,-1.16257226467133,4,0.962391109601965,-0.329615892398091,0.344748557402379,0.557833516397102,-0.393408801846939,-0.713901874399868,-1.0343949469528,-0.713901874399868,194,"duur","NOUN","high_lp"
"795",795,"waarom de reuzen in limburg zijn uitgestorven",2,"niet",35,3,-3.6022891998291,4,0.377575541638025,0.962391109601965,-0.329615892398091,0.344748557402379,-0.393408801846939,-0.393408801846939,-0.713901874399868,-1.0343949469528,195,"niet","ADV","med_lp"
"796",796,"waarom de reuzen in limburg zijn uitgestorven",2,"langer.",36,3,-7.54095005989075,7,-0.566546358202516,0.377575541638025,0.962391109601965,-0.329615892398091,0.568070415811847,-0.393408801846939,-0.393408801846939,-0.713901874399868,196,"langer","ADJ","low_lp"
"797",797,"waarom de reuzen in limburg zijn uitgestorven",2,"Het",37,3,-3.17651343345642,3,0.479636683669823,-0.566546358202516,0.377575541638025,0.962391109601965,-0.713901874399868,0.568070415811847,-0.393408801846939,-0.393408801846939,197,"het","DET","med_lp"
"798",798,"waarom de reuzen in limburg zijn uitgestorven",2,"volk",38,3,-4.34417152404785,4,0.199741659949476,0.479636683669823,-0.566546358202516,0.377575541638025,-0.393408801846939,-0.713901874399868,0.568070415811847,-0.393408801846939,198,"volk","NOUN","med_lp"
"799",799,"waarom de reuzen in limburg zijn uitgestorven",2,"moest",39,3,-4.75539779663086,5,0.10116812352945,0.199741659949476,0.479636683669823,-0.566546358202516,-0.0729157292940105,-0.393408801846939,-0.713901874399868,0.568070415811847,199,"moest","AUX","med_lp"
"800",800,"waarom de reuzen in limburg zijn uitgestorven",2,"een",40,3,-3.66498017311096,3,0.362548119145803,0.10116812352945,0.199741659949476,0.479636683669823,-0.713901874399868,-0.0729157292940105,-0.393408801846939,-0.713901874399868,200,"een","DET","med_lp"
"801",801,"waarom de reuzen in limburg zijn uitgestorven",2,"vorst",41,3,-6.89874649047852,5,-0.412606103994298,0.362548119145803,0.10116812352945,0.199741659949476,-0.0729157292940105,-0.713901874399868,-0.0729157292940105,-0.393408801846939,201,"vorst","NOUN","low_lp"
"802",802,"waarom de reuzen in limburg zijn uitgestorven",2,"hebben,",42,3,-5.19519019126892,7,-0.00425289288032689,-0.412606103994298,0.362548119145803,0.10116812352945,0.568070415811847,-0.0729157292940105,-0.713901874399868,-0.0729157292940105,202,"hebben","AUX","med_lp"
"803",803,"waarom de reuzen in limburg zijn uitgestorven",2,"als",43,3,-4.07771730422974,3,0.263612420386379,-0.00425289288032689,-0.412606103994298,0.362548119145803,-0.713901874399868,0.568070415811847,-0.0729157292940105,-0.713901874399868,203,"als","SCONJ","med_lp"
"804",804,"waarom de reuzen in limburg zijn uitgestorven",2,"Halichem",44,3,-6.03894819691777,8,-0.206507019245091,0.263612420386379,-0.00425289288032689,-0.412606103994298,0.888563488364776,-0.713901874399868,0.568070415811847,-0.0729157292940105,204,"halichem","SYM","med_lp"
"805",805,"waarom de reuzen in limburg zijn uitgestorven",2,"eens",45,3,-7.96913433074951,4,-0.669184833980977,-0.206507019245091,0.263612420386379,-0.00425289288032689,-0.393408801846939,0.888563488364776,-0.713901874399868,0.568070415811847,205,"eens","ADV","low_lp"
"806",806,"waarom de reuzen in limburg zijn uitgestorven",2,"iets",46,3,-6.05947875976562,4,-0.211428324909474,-0.669184833980977,-0.206507019245091,0.263612420386379,-0.393408801846939,-0.393408801846939,0.888563488364776,-0.713901874399868,206,"iets","PRON","med_lp"
"807",807,"waarom de reuzen in limburg zijn uitgestorven",2,"menselijks",47,3,-11.7430472373962,10,-1.5738156082082,-0.211428324909474,-0.669184833980977,-0.206507019245091,1.52954963347063,-0.393408801846939,-0.393408801846939,0.888563488364776,207,"menselijks","ADV","low_lp"
"808",808,"waarom de reuzen in limburg zijn uitgestorven",2,"passeerde.",48,3,-12.7368760108948,10,-1.81204264604892,-1.5738156082082,-0.211428324909474,-0.669184833980977,1.52954963347063,1.52954963347063,-0.393408801846939,-0.393408801846939,208,"passeerde","VERB","low_lp"
"809",809,"waarom de reuzen in limburg zijn uitgestorven",2,"Eindelijk",0,4,-6.3725643157959,9,-0.28647691133875,-1.81204264604892,-1.5738156082082,-0.211428324909474,1.2090565609177,1.52954963347063,1.52954963347063,-0.393408801846939,209,"eindelijk","ADJ","med_lp"
"810",810,"waarom de reuzen in limburg zijn uitgestorven",2,"besloot",1,4,-5.42014694213867,7,-0.0581764477531827,-0.28647691133875,-1.81204264604892,-1.5738156082082,0.568070415811847,1.2090565609177,1.52954963347063,1.52954963347063,210,"besloot","VERB","med_lp"
"811",811,"waarom de reuzen in limburg zijn uitgestorven",2,"een",2,4,-4.36745071411133,3,0.194161490970637,-0.0581764477531827,-0.28647691133875,-1.81204264604892,-0.713901874399868,0.568070415811847,1.2090565609177,1.52954963347063,211,"een","DET","med_lp"
"812",812,"waarom de reuzen in limburg zijn uitgestorven",2,"hunner",3,4,-7.87989616394043,6,-0.647793881426419,0.194161490970637,-0.0581764477531827,-0.28647691133875,0.247577343258918,-0.713901874399868,0.568070415811847,1.2090565609177,212,"hunner","ADJ","low_lp"
"813",813,"waarom de reuzen in limburg zijn uitgestorven",2,"met",4,4,-4.33431339263916,3,0.202104716349895,-0.647793881426419,0.194161490970637,-0.0581764477531827,-0.713901874399868,0.247577343258918,-0.713901874399868,0.568070415811847,213,"met","ADP","med_lp"
"814",814,"waarom de reuzen in limburg zijn uitgestorven",2,"de",5,4,-2.26671409606934,2,0.69772133462251,0.202104716349895,-0.647793881426419,0.194161490970637,-1.0343949469528,-0.713901874399868,0.247577343258918,-0.713901874399868,214,"de","DET","high_lp"
"815",815,"waarom de reuzen in limburg zijn uitgestorven",2,"koning",6,4,-4.65695428848267,6,0.124765654579225,0.69772133462251,0.202104716349895,-0.647793881426419,0.247577343258918,-1.0343949469528,-0.713901874399868,0.247577343258918,215,"koning","NOUN","med_lp"
"816",816,"waarom de reuzen in limburg zijn uitgestorven",2,"te",7,4,-3.18011856079102,2,0.478772511863912,0.124765654579225,0.69772133462251,0.202104716349895,-1.0343949469528,0.247577343258918,-1.0343949469528,-0.713901874399868,216,"te","ADP","med_lp"
"817",817,"waarom de reuzen in limburg zijn uitgestorven",2,"gaan",8,4,-3.70974659919739,4,0.351817323896494,0.478772511863912,0.124765654579225,0.69772133462251,-0.393408801846939,-1.0343949469528,0.247577343258918,-1.0343949469528,217,"gaan","VERB","med_lp"
"818",818,"waarom de reuzen in limburg zijn uitgestorven",2,"spreken.",9,4,-8.50867065787315,8,-0.798515101372668,0.351817323896494,0.478772511863912,0.124765654579225,0.888563488364776,-0.393408801846939,-1.0343949469528,0.247577343258918,218,"spreken","VERB","low_lp"
"819",819,"waarom de reuzen in limburg zijn uitgestorven",2,"Wat",10,4,-5.06692028045654,3,0.0264942153859749,-0.798515101372668,0.351817323896494,0.478772511863912,-0.713901874399868,0.888563488364776,-0.393408801846939,-1.0343949469528,219,"wat","PRON","med_lp"
"820",820,"waarom de reuzen in limburg zijn uitgestorven",2,"ze",11,4,-5.25736236572266,2,-0.0191559560147252,0.0264942153859749,-0.798515101372668,0.351817323896494,-1.0343949469528,-0.713901874399868,0.888563488364776,-0.393408801846939,220,"ze","PRON","med_lp"
"821",821,"waarom de reuzen in limburg zijn uitgestorven",2,"met",12,4,-4.44993209838867,3,0.174390181890682,-0.0191559560147252,0.0264942153859749,-0.798515101372668,-0.713901874399868,-1.0343949469528,-0.713901874399868,0.888563488364776,221,"met","ADP","med_lp"
"822",822,"waarom de reuzen in limburg zijn uitgestorven",2,"elkaar",13,4,-4.88503837585449,6,0.0700924573825746,0.174390181890682,-0.0191559560147252,0.0264942153859749,0.247577343258918,-0.713901874399868,-1.0343949469528,-0.713901874399868,222,"elkaar","PRON","med_lp"
"823",823,"waarom de reuzen in limburg zijn uitgestorven",2,"verhandeld",14,4,-16.3865871429443,10,-2.68690146997057,0.0700924573825746,0.174390181890682,-0.0191559560147252,1.52954963347063,0.247577343258918,-0.713901874399868,-1.0343949469528,223,"verhandeld","VERB","low_lp"
"824",824,"waarom de reuzen in limburg zijn uitgestorven",2,"hebben,",15,4,-5.881412088871,7,-0.16874461854419,-2.68690146997057,0.0700924573825746,0.174390181890682,0.568070415811847,1.52954963347063,0.247577343258918,-0.713901874399868,224,"hebben","AUX","med_lp"
"825",825,"waarom de reuzen in limburg zijn uitgestorven",2,"weet",16,4,-4.74884128570557,4,0.102739760634305,-0.16874461854419,-2.68690146997057,0.0700924573825746,-0.393408801846939,0.568070415811847,1.52954963347063,0.247577343258918,225,"weet","VERB","med_lp"
"826",826,"waarom de reuzen in limburg zijn uitgestorven",2,"niemand.",17,4,-3.30400270223618,8,0.449076700232269,0.102739760634305,-0.16874461854419,-2.68690146997057,0.888563488364776,-0.393408801846939,0.568070415811847,1.52954963347063,226,"niemand","PRON","med_lp"
"827",827,"waarom de reuzen in limburg zijn uitgestorven",2,"Halichem",18,4,-3.76282193046063,8,0.339094831565399,0.449076700232269,0.102739760634305,-0.16874461854419,0.888563488364776,0.888563488364776,-0.393408801846939,0.568070415811847,227,"halichem","SYM","med_lp"
"828",828,"waarom de reuzen in limburg zijn uitgestorven",2,"bulderde",19,4,-10.3506727218628,8,-1.2400546372587,0.339094831565399,0.449076700232269,0.102739760634305,0.888563488364776,0.888563488364776,0.888563488364776,-0.393408801846939,228,"bulderde","VERB","low_lp"
"829",829,"waarom de reuzen in limburg zijn uitgestorven",2,"zo",20,4,-6.62464570999146,2,-0.346902414640052,-1.2400546372587,0.339094831565399,0.449076700232269,-1.0343949469528,0.888563488364776,0.888563488364776,0.888563488364776,229,"zo","ADV","med_lp"
"830",830,"waarom de reuzen in limburg zijn uitgestorven",2,"luid,",21,4,-3.18419992923737,5,0.47779418205375,-0.346902414640052,-1.2400546372587,0.339094831565399,-0.0729157292940105,-1.0343949469528,0.888563488364776,0.888563488364776,230,"luid","ADJ","med_lp"
"831",831,"waarom de reuzen in limburg zijn uitgestorven",2,"dat",22,4,-0.534212529659271,3,1.11301290921372,0.47779418205375,-0.346902414640052,-1.2400546372587,-0.713901874399868,-0.0729157292940105,-1.0343949469528,0.888563488364776,231,"dat","SCONJ","high_lp"
"832",832,"waarom de reuzen in limburg zijn uitgestorven",2,"het",23,4,-2.15718030929565,3,0.72397727554754,1.11301290921372,0.47779418205375,-0.346902414640052,-0.713901874399868,-0.713901874399868,-0.0729157292940105,-1.0343949469528,232,"het","DET","high_lp"
"833",833,"waarom de reuzen in limburg zijn uitgestorven",2,"huilen",24,4,-11.6280612945557,6,-1.54625275101723,0.72397727554754,1.11301290921372,0.47779418205375,0.247577343258918,-0.713901874399868,-0.713901874399868,-0.0729157292940105,233,"huilen","VERB","low_lp"
"834",834,"waarom de reuzen in limburg zijn uitgestorven",2,"van",25,4,-1.30833733081818,3,0.927450302035509,-1.54625275101723,0.72397727554754,1.11301290921372,-0.713901874399868,0.247577343258918,-0.713901874399868,-0.713901874399868,234,"van","ADP","high_lp"
"835",835,"waarom de reuzen in limburg zijn uitgestorven",2,"de",26,4,-0.985778570175171,2,1.00476967547954,0.927450302035509,-1.54625275101723,0.72397727554754,-1.0343949469528,-0.713901874399868,0.247577343258918,-0.713901874399868,235,"de","DET","high_lp"
"836",836,"waarom de reuzen in limburg zijn uitgestorven",2,"storm",27,4,-7.66043853759766,5,-0.595188501456235,1.00476967547954,0.927450302035509,-1.54625275101723,-0.0729157292940105,-1.0343949469528,-0.713901874399868,0.247577343258918,236,"storm","NOUN","low_lp"
"837",837,"waarom de reuzen in limburg zijn uitgestorven",2,"er",28,4,-7.02080821990967,2,-0.441865071948841,-0.595188501456235,1.00476967547954,0.927450302035509,-1.0343949469528,-0.0729157292940105,-1.0343949469528,-0.713901874399868,237,"er","ADV","low_lp"
"838",838,"waarom de reuzen in limburg zijn uitgestorven",2,"een",29,4,-3.71538543701172,3,0.350465658835879,-0.441865071948841,-0.595188501456235,1.00476967547954,-0.713901874399868,-1.0343949469528,-0.0729157292940105,-1.0343949469528,238,"een","DET","med_lp"
"839",839,"waarom de reuzen in limburg zijn uitgestorven",2,"zefiertje",30,4,-29.1733989715576,9,-5.75198107582039,0.350465658835879,-0.441865071948841,-0.595188501456235,1.2090565609177,-0.713901874399868,-1.0343949469528,-0.0729157292940105,239,"zefiertje","NOUN","low_lp"
"840",840,"waarom de reuzen in limburg zijn uitgestorven",2,"bij",31,4,-3.69718766212463,3,0.354827780483235,-5.75198107582039,0.350465658835879,-0.441865071948841,-0.713901874399868,1.2090565609177,-0.713901874399868,-1.0343949469528,240,"bij","ADP","med_lp"
"841",841,"waarom de reuzen in limburg zijn uitgestorven",2,"is,",32,4,-10.6618514060974,3,-1.31464613446744,0.354827780483235,-5.75198107582039,0.350465658835879,-0.713901874399868,-0.713901874399868,1.2090565609177,-0.713901874399868,241,"is","AUX","low_lp"
